cap-shape,cap-surface,cap-color,bruises,odor,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,ring-number,ring-type,spore-print-color,population,habitat
x,s,n,t,p,c,n,w,e,e,s,s,w,w,o,p,n,s,g
f,f,n,t,n,c,b,p,t,b,s,s,g,p,o,p,n,v,d
k,y,e,f,y,c,n,b,t,Unknown,k,s,p,w,o,e,w,v,l
f,s,w,t,p,c,n,p,e,e,s,s,w,w,o,p,n,s,u
x,s,y,t,a,c,b,k,e,c,s,s,w,w,o,p,k,s,g
x,y,n,t,n,c,b,p,t,b,s,s,w,w,o,p,n,v,d
x,y,y,f,f,c,b,p,e,b,k,k,b,p,o,l,h,v,g
x,f,g,f,n,c,n,n,e,e,s,s,w,w,o,p,n,v,u
x,s,w,f,n,w,b,n,t,e,s,s,w,w,o,e,n,a,g
b,s,y,t,a,c,b,g,e,c,s,s,w,w,o,p,k,s,m
x,f,y,f,f,c,b,g,e,b,k,k,p,b,o,l,h,v,g
x,s,n,f,f,c,n,b,t,Unknown,k,s,p,p,o,e,w,v,l
x,y,w,t,a,c,b,w,e,c,s,s,w,w,o,p,n,s,m
f,s,n,t,n,c,b,w,e,Unknown,s,s,e,w,t,e,w,c,w
x,f,g,f,n,w,b,h,t,e,s,s,w,w,o,e,k,a,g
x,f,n,t,n,c,b,n,t,b,s,s,p,p,o,p,n,y,d
f,y,n,f,f,c,n,b,t,Unknown,k,s,w,w,o,e,w,v,l
b,s,n,f,n,c,b,o,e,Unknown,s,s,o,o,o,p,b,c,l
b,s,w,t,l,c,b,w,e,c,s,s,w,w,o,p,k,s,g
f,s,b,t,n,c,b,w,e,b,s,s,w,w,t,p,r,v,m
x,f,e,t,n,c,b,u,t,b,s,s,p,p,o,p,k,y,d
x,s,w,f,c,w,n,u,e,b,s,s,w,w,o,p,k,v,d
f,y,n,f,y,c,n,b,t,Unknown,k,s,w,p,o,e,w,v,d
b,y,w,t,a,c,b,k,e,c,s,s,w,w,o,p,k,s,m
x,y,y,t,l,c,b,n,e,c,s,s,w,w,o,p,k,s,m
f,f,y,t,l,w,n,w,t,b,s,s,w,w,o,p,n,v,d
k,y,n,f,f,c,n,b,t,Unknown,k,k,p,p,o,e,w,v,l
f,f,n,f,n,w,b,n,t,e,s,s,w,w,o,e,n,a,g
x,f,n,t,n,c,b,u,t,b,s,s,p,w,o,p,n,y,d
x,y,e,t,n,c,b,p,t,b,s,s,g,p,o,p,k,y,d
x,s,n,f,f,c,n,b,t,Unknown,k,k,p,p,o,e,w,v,l
x,y,n,t,n,c,b,u,t,b,s,s,w,p,o,p,n,y,d
x,s,w,f,n,w,b,k,t,e,s,s,w,w,o,e,k,s,g
x,y,n,f,s,c,n,b,t,Unknown,k,k,w,w,o,e,w,v,p
f,y,g,f,f,c,b,p,e,b,k,k,b,n,o,l,h,v,d
x,s,b,t,f,c,b,h,t,b,s,s,w,w,o,p,h,s,u
k,s,w,f,n,w,b,g,e,Unknown,k,s,w,w,t,p,w,n,g
x,f,g,f,f,c,b,p,e,b,k,k,p,n,o,l,h,y,p
x,s,n,t,p,c,n,n,e,e,s,s,w,w,o,p,k,s,g
f,y,c,f,m,c,b,w,e,c,k,y,c,c,n,n,w,c,d
f,s,n,f,f,c,n,b,t,Unknown,k,k,w,w,o,e,w,v,d
x,y,n,f,f,c,n,b,t,Unknown,k,k,w,p,o,e,w,v,p
k,s,e,f,f,c,n,b,t,Unknown,k,k,p,w,o,e,w,v,d
f,y,w,f,n,c,n,h,e,Unknown,s,f,w,w,o,f,h,v,d
f,f,g,f,n,w,b,k,t,e,s,f,w,w,o,e,n,s,g
f,f,y,f,f,c,b,g,e,b,k,k,b,b,o,l,h,y,p
x,y,y,t,a,c,b,g,e,c,s,s,w,w,o,p,k,n,g
x,f,w,f,n,w,b,g,e,Unknown,s,s,w,w,t,p,w,n,g
b,s,y,t,l,c,b,w,e,c,s,s,w,w,o,p,n,n,g
f,y,y,t,a,c,b,w,e,r,s,y,w,w,o,p,n,s,p
f,f,n,t,n,c,b,p,t,b,s,s,g,p,o,p,k,v,d
x,f,g,f,f,c,b,p,e,b,k,k,b,n,o,l,h,v,d
f,s,n,f,n,c,b,n,e,Unknown,s,s,o,o,o,p,o,c,l
b,s,y,t,l,c,b,w,e,c,s,s,w,w,o,p,n,n,m
x,f,e,t,n,c,b,p,t,b,s,s,w,p,o,p,k,v,d
x,f,y,f,f,c,b,g,e,b,k,k,p,p,o,l,h,v,p
f,y,n,f,y,c,n,b,t,Unknown,k,s,p,p,o,e,w,v,l
s,f,n,f,n,c,n,k,e,e,s,s,w,w,o,p,k,v,u
f,s,n,f,n,c,b,y,e,Unknown,s,s,o,o,o,p,n,v,l
f,y,n,f,y,c,n,b,t,Unknown,k,k,p,w,o,e,w,v,p
k,y,e,t,n,c,b,e,e,Unknown,s,s,w,w,t,e,w,c,w
f,f,e,t,n,c,b,w,t,b,s,s,g,g,o,p,n,y,d
x,y,g,f,f,c,b,h,e,b,k,k,b,n,o,l,h,y,g
x,f,e,t,n,c,b,w,t,b,s,s,w,g,o,p,k,y,d
k,y,n,f,s,c,n,b,t,Unknown,k,s,w,p,o,e,w,v,d
x,f,n,t,n,c,b,p,t,b,s,s,p,p,o,p,k,y,d
x,y,g,t,n,c,b,n,t,b,s,s,p,g,o,p,n,v,d
f,f,g,f,f,c,b,g,e,b,k,k,b,b,o,l,h,v,g
k,s,e,t,n,c,b,e,e,Unknown,s,s,e,e,t,e,w,c,w
b,s,b,t,n,c,b,w,e,b,s,s,w,w,t,p,r,v,g
k,s,n,f,n,c,b,o,e,Unknown,s,s,o,o,o,p,b,c,l
x,s,n,f,n,c,b,n,e,Unknown,s,s,o,o,o,p,y,v,l
x,f,y,f,f,c,b,g,e,b,k,k,b,p,o,l,h,v,g
f,f,e,t,n,c,b,p,t,b,s,s,g,w,o,p,n,y,d
f,f,g,f,n,w,b,p,t,e,s,f,w,w,o,e,n,a,g
k,y,e,f,f,c,n,b,t,Unknown,s,k,p,w,o,e,w,v,d
x,f,y,f,n,c,n,w,e,Unknown,k,y,w,y,o,e,w,v,d
f,s,p,t,n,c,b,w,e,Unknown,s,s,e,w,t,e,w,c,w
x,f,y,f,f,c,b,h,e,b,k,k,p,p,o,l,h,v,d
x,y,e,f,y,c,n,b,t,Unknown,k,k,p,p,o,e,w,v,l
f,y,g,f,f,c,b,p,e,b,k,k,n,p,o,l,h,y,p
f,s,e,f,y,c,n,b,t,Unknown,k,s,w,p,o,e,w,v,l
f,y,e,t,n,c,b,p,t,b,s,s,p,g,o,p,k,v,d
x,y,g,t,n,c,b,p,t,b,s,s,w,g,o,p,k,y,d
k,y,n,f,m,c,b,y,e,c,k,y,c,c,n,n,w,c,d
b,f,g,f,n,w,b,w,e,Unknown,k,s,w,w,t,p,w,n,g
f,y,n,f,f,c,n,b,t,Unknown,k,k,p,w,o,e,w,v,p
k,s,b,t,n,c,b,w,e,Unknown,s,s,e,w,t,e,w,c,w
x,s,w,t,f,c,b,w,t,b,s,s,w,w,o,p,h,s,g
f,y,n,t,n,c,b,e,e,Unknown,s,s,w,w,t,e,w,c,w
x,f,e,t,n,c,b,w,t,b,s,s,w,p,o,p,k,v,d
x,s,w,t,f,c,b,p,t,b,f,f,w,w,o,p,h,s,g
k,y,e,f,f,c,n,b,t,Unknown,s,s,p,w,o,e,w,v,d
f,y,u,f,n,c,n,u,e,Unknown,s,f,w,w,o,f,h,v,d
f,y,n,t,n,c,b,p,t,b,s,s,p,w,o,p,n,v,d
x,y,y,t,l,c,b,n,e,r,s,y,w,w,o,p,k,s,p
k,s,n,f,y,c,n,b,t,Unknown,s,s,p,p,o,e,w,v,l
x,s,n,t,p,c,n,k,e,e,s,s,w,w,o,p,n,s,u
x,s,g,f,c,c,n,u,e,b,s,s,w,w,o,p,k,v,d
x,f,w,f,n,w,b,k,t,e,s,f,w,w,o,e,n,s,g
x,f,n,f,n,c,n,n,e,e,s,s,w,w,o,p,k,y,u
f,s,n,f,f,c,n,b,t,Unknown,s,k,w,w,o,e,w,v,d
x,f,y,f,f,c,b,p,e,b,k,k,p,n,o,l,h,y,d
x,f,w,f,c,w,n,n,e,b,s,s,w,w,o,p,n,v,d
x,y,y,f,f,c,b,p,e,b,k,k,b,b,o,l,h,v,p
k,y,e,t,n,c,b,e,e,Unknown,s,s,e,w,t,e,w,c,w
f,s,b,t,n,c,b,e,e,Unknown,s,s,e,e,t,e,w,c,w
x,f,w,f,n,w,b,n,t,e,f,s,w,w,o,e,n,a,g
f,s,n,f,n,c,b,o,e,Unknown,s,s,o,o,o,p,b,c,l
x,y,n,t,n,c,b,n,t,b,s,s,w,g,o,p,n,v,d
b,y,y,t,l,c,b,w,e,c,s,s,w,w,o,p,n,n,m
x,f,g,f,f,c,b,h,e,b,k,k,n,p,o,l,h,y,g
b,s,w,t,a,c,b,k,e,c,s,s,w,w,o,p,k,n,m
x,f,n,t,n,c,b,p,t,b,s,s,g,g,o,p,k,v,d
f,y,w,f,n,c,n,u,e,Unknown,s,f,w,w,o,f,h,v,d
x,f,n,f,n,c,n,k,e,e,s,s,w,w,o,p,k,y,u
f,s,e,f,s,c,n,b,t,Unknown,s,s,w,w,o,e,w,v,l
k,y,n,f,y,c,n,b,t,Unknown,s,k,w,w,o,e,w,v,l
b,f,w,f,n,w,b,p,e,Unknown,s,s,w,w,t,p,w,n,g
b,y,y,t,a,c,b,k,e,c,s,s,w,w,o,p,k,n,m
f,y,n,t,n,c,b,u,t,b,s,s,w,p,o,p,k,v,d
f,y,e,t,n,c,b,u,t,b,s,s,w,g,o,p,n,y,d
x,s,g,f,n,w,b,p,e,Unknown,s,k,w,w,t,p,w,s,g
x,y,g,f,f,c,b,g,e,b,k,k,p,n,o,l,h,y,p
f,y,n,f,y,c,n,b,t,Unknown,k,s,w,w,o,e,w,v,d
f,f,n,t,n,c,b,p,t,b,s,s,p,p,o,p,k,v,d
x,s,g,f,n,w,b,k,t,e,f,s,w,w,o,e,k,s,g
x,f,n,f,n,w,b,h,t,e,f,f,w,w,o,e,n,s,g
s,f,n,f,n,c,n,g,e,e,s,s,w,w,o,p,n,y,u
x,f,g,t,n,c,b,n,t,b,s,s,g,w,o,p,k,v,d
k,y,e,t,n,c,b,w,e,Unknown,s,s,w,w,t,e,w,c,w
s,f,n,f,n,c,n,g,e,e,s,s,w,w,o,p,k,y,u
f,y,w,f,n,c,n,u,e,Unknown,s,f,w,w,o,f,h,y,d
x,f,g,t,n,c,b,n,t,b,s,s,p,p,o,p,k,y,d
f,f,n,f,n,w,b,h,t,e,f,f,w,w,o,e,n,a,g
f,s,g,t,f,c,b,p,t,b,s,f,w,w,o,p,h,v,u
f,s,w,t,f,c,b,p,t,b,s,s,w,w,o,p,h,v,g
x,f,y,f,f,c,b,h,e,b,k,k,b,b,o,l,h,v,d
x,s,e,f,f,c,n,b,t,Unknown,k,k,p,w,o,e,w,v,p
k,s,g,f,n,w,b,w,e,Unknown,s,k,w,w,t,p,w,s,g
s,f,g,f,n,c,n,p,e,e,s,s,w,w,o,p,n,v,u
k,s,e,f,s,c,n,b,t,Unknown,s,s,w,w,o,e,w,v,l
x,f,e,t,n,c,b,p,t,b,s,s,p,w,o,p,k,y,d
f,f,g,t,n,c,b,n,t,b,s,s,p,w,o,p,k,v,d
k,s,n,f,s,c,n,b,t,Unknown,s,k,p,w,o,e,w,v,p
f,f,e,t,n,c,b,u,t,b,s,s,g,w,o,p,n,v,d
x,y,y,f,f,c,b,h,e,b,k,k,b,p,o,l,h,v,p
f,s,w,t,p,c,n,p,e,e,s,s,w,w,o,p,n,s,g
k,s,n,f,s,c,n,b,t,Unknown,s,k,w,p,o,e,w,v,l
x,y,y,f,f,c,b,g,e,b,k,k,b,p,o,l,h,v,d
f,s,n,f,n,w,b,n,t,e,s,f,w,w,o,e,k,s,g
f,f,w,t,a,w,n,n,t,b,s,s,w,w,o,p,n,v,d
x,y,w,t,p,c,n,w,e,e,s,s,w,w,o,p,n,s,g
x,f,w,t,l,w,n,n,t,b,s,s,w,w,o,p,n,v,d
x,y,n,t,l,c,b,p,e,r,s,y,w,w,o,p,n,y,p
f,f,g,t,n,c,b,w,t,b,s,s,w,w,o,p,k,y,d
x,f,n,f,n,w,b,k,t,e,s,f,w,w,o,e,n,s,g
f,f,g,t,n,c,b,n,t,b,s,s,w,w,o,p,k,y,d
f,y,n,f,y,c,n,b,t,Unknown,s,s,p,w,o,e,w,v,p
k,y,e,f,f,c,n,b,t,Unknown,s,k,w,w,o,e,w,v,p
x,f,p,f,c,c,n,g,e,b,s,s,w,w,o,p,n,v,d
x,y,y,t,a,c,b,k,e,c,s,s,w,w,o,p,k,s,g
f,y,e,f,f,c,n,b,t,Unknown,s,k,p,w,o,e,w,v,d
k,y,n,f,f,c,n,b,t,Unknown,s,s,p,p,o,e,w,v,l
f,f,g,f,n,c,n,k,e,e,s,s,w,w,o,p,k,y,u
f,s,n,f,f,c,n,b,t,Unknown,s,s,w,p,o,e,w,v,d
f,y,n,t,n,c,b,w,t,b,s,s,p,g,o,p,n,v,d
x,f,g,f,f,c,b,g,e,b,k,k,b,n,o,l,h,y,d
x,y,n,t,n,c,b,u,t,b,s,s,p,w,o,p,n,y,d
f,s,n,f,y,c,n,b,t,Unknown,k,s,w,p,o,e,w,v,l
f,y,n,t,l,c,b,w,e,r,s,y,w,w,o,p,k,s,p
x,f,w,f,n,w,b,p,e,Unknown,k,s,w,w,t,p,w,n,g
f,f,g,f,f,c,b,p,e,b,k,k,b,n,o,l,h,y,p
x,f,y,f,f,c,b,p,e,b,k,k,b,b,o,l,h,v,p
f,y,n,t,n,c,b,w,e,Unknown,s,s,e,w,t,e,w,c,w
x,y,y,f,f,c,b,g,e,b,k,k,p,b,o,l,h,y,p
x,f,n,t,n,c,b,u,t,b,s,s,g,g,o,p,k,y,d
x,s,n,t,p,c,n,p,e,e,s,s,w,w,o,p,n,s,u
x,y,y,t,a,c,b,g,e,c,s,s,w,w,o,p,k,s,g
f,s,g,t,f,c,b,p,t,b,f,s,w,w,o,p,h,v,g
x,y,g,f,f,c,b,g,e,b,k,k,b,b,o,l,h,v,g
x,y,n,f,f,c,n,b,t,Unknown,s,s,p,p,o,e,w,v,p
x,s,w,t,a,c,b,g,e,c,s,s,w,w,o,p,n,s,m
f,f,n,t,n,c,b,u,t,b,s,s,w,w,o,p,k,v,d
f,f,n,t,n,c,b,n,t,b,s,s,p,w,o,p,n,y,d
f,y,g,f,f,c,b,g,e,b,k,k,b,n,o,l,h,v,p
f,s,w,t,f,c,b,p,t,b,f,s,w,w,o,p,h,v,u
f,y,e,t,n,c,b,u,t,b,s,s,g,p,o,p,n,v,d
x,y,g,t,n,c,b,w,t,b,s,s,w,p,o,p,n,y,d
x,y,e,t,n,c,b,p,t,b,s,s,w,g,o,p,k,y,d
x,y,y,f,f,c,b,h,e,b,k,k,n,b,o,l,h,y,g
f,y,y,f,f,c,b,p,e,b,k,k,n,b,o,l,h,y,g
f,s,w,t,a,w,n,n,t,b,s,s,w,w,o,p,n,v,d
x,y,n,t,n,c,b,n,t,b,s,s,g,g,o,p,n,v,d
f,f,g,f,f,c,b,g,e,b,k,k,p,p,o,l,h,v,d
f,f,g,f,f,c,b,h,e,b,k,k,n,n,o,l,h,v,d
f,y,n,t,n,c,b,n,t,b,s,s,w,w,o,p,n,y,d
k,s,n,f,y,c,n,b,t,Unknown,s,s,p,p,o,e,w,v,d
x,f,g,f,f,c,b,h,e,b,k,k,p,b,o,l,h,v,d
f,f,g,t,n,c,b,w,t,b,s,s,p,p,o,p,n,y,d
x,s,e,f,f,c,n,b,t,Unknown,k,k,p,p,o,e,w,v,d
x,s,n,f,n,c,b,o,e,Unknown,s,s,o,o,o,p,b,v,l
f,f,g,t,n,c,b,u,t,b,s,s,g,w,o,p,k,v,d
f,y,n,t,n,c,b,w,t,b,s,s,w,w,o,p,n,y,d
x,f,g,f,f,c,b,h,e,b,k,k,n,p,o,l,h,y,p
k,s,e,f,f,c,n,b,t,Unknown,s,s,p,p,o,e,w,v,l
b,y,w,t,a,c,b,k,e,c,s,s,w,w,o,p,n,n,g
f,y,y,f,n,c,n,w,e,Unknown,k,y,w,y,o,e,w,v,d
f,y,n,t,n,c,b,w,t,b,s,s,g,w,o,p,k,y,d
x,s,b,t,f,c,b,w,t,b,f,s,w,w,o,p,h,v,u
f,y,n,t,p,c,n,n,e,e,s,s,w,w,o,p,n,s,u
x,f,g,t,n,c,b,w,t,b,s,s,p,p,o,p,n,v,d
x,f,c,f,n,w,n,w,e,b,f,f,w,n,o,e,w,v,l
x,y,y,f,f,c,b,p,e,b,k,k,n,p,o,l,h,v,p
x,f,y,f,f,c,b,p,e,b,k,k,p,p,o,l,h,v,p
x,y,e,t,n,c,b,n,t,b,s,s,p,p,o,p,n,v,d
x,s,e,t,n,c,b,w,e,Unknown,s,s,w,w,t,e,w,c,w
x,f,y,f,f,c,b,g,e,b,k,k,n,p,o,l,h,y,d
x,s,b,t,f,c,b,w,t,b,s,s,w,w,o,p,h,v,u
f,s,w,f,n,w,b,k,t,e,s,f,w,w,o,e,n,a,g
f,y,n,f,s,c,n,b,t,Unknown,s,k,p,w,o,e,w,v,p
f,f,g,f,n,w,b,p,t,e,s,s,w,w,o,e,k,a,g
f,y,e,t,n,c,b,n,t,b,s,s,w,p,o,p,k,y,d
f,y,p,t,n,c,b,e,e,Unknown,s,s,e,e,t,e,w,c,w
k,s,n,f,y,c,n,b,t,Unknown,k,s,p,p,o,e,w,v,p
f,y,y,f,f,c,b,h,e,b,k,k,n,p,o,l,h,v,g
k,y,e,f,y,c,n,b,t,Unknown,s,s,p,p,o,e,w,v,d
x,f,n,t,n,c,b,w,t,b,s,s,g,w,o,p,k,y,d
k,y,e,f,f,c,n,b,t,Unknown,s,s,p,p,o,e,w,v,l
f,f,g,f,n,w,b,k,t,e,f,f,w,w,o,e,n,a,g
x,s,g,f,n,w,b,k,t,e,s,f,w,w,o,e,k,a,g
x,y,n,t,n,c,b,n,t,b,s,s,p,g,o,p,n,v,d
k,y,n,f,s,c,n,b,t,Unknown,s,s,w,p,o,e,w,v,l
x,f,e,t,n,c,b,n,t,b,s,s,w,p,o,p,k,y,d
x,y,g,f,f,c,b,h,e,b,k,k,p,b,o,l,h,v,d
f,s,g,t,f,c,b,w,t,b,f,f,w,w,o,p,h,v,u
k,s,n,f,s,c,n,b,t,Unknown,k,k,p,p,o,e,w,v,d
b,s,p,t,n,c,b,r,e,b,s,s,w,w,t,p,r,v,m
f,s,g,t,f,c,b,h,t,b,s,s,w,w,o,p,h,s,g
f,f,g,f,f,c,b,p,e,b,k,k,n,b,o,l,h,y,g
k,y,e,f,m,c,b,y,e,c,k,y,c,c,n,n,w,c,d
x,y,w,t,a,c,b,w,e,c,s,s,w,w,o,p,k,n,g
f,s,g,f,n,w,b,h,t,e,s,f,w,w,o,e,k,s,g
f,s,w,t,p,c,n,w,e,e,s,s,w,w,o,p,n,s,g
f,s,e,f,y,c,n,b,t,Unknown,s,k,w,w,o,e,w,v,l
x,f,e,t,n,c,b,w,t,b,s,s,w,p,o,p,n,v,d
f,s,e,f,y,c,n,b,t,Unknown,s,s,w,w,o,e,w,v,p
k,y,b,t,n,c,b,w,e,Unknown,s,s,w,w,t,e,w,c,w
x,y,e,f,y,c,n,b,t,Unknown,s,k,w,p,o,e,w,v,d
x,f,w,f,c,w,n,p,e,b,s,s,w,w,o,p,k,v,d
x,f,g,f,f,c,b,h,e,b,k,k,n,n,o,l,h,y,p
f,s,n,f,n,c,b,n,e,Unknown,s,s,o,o,o,p,n,v,l
f,y,n,t,n,c,b,n,t,b,s,s,w,g,o,p,k,v,d
f,y,n,f,f,c,n,b,t,Unknown,k,k,p,p,o,e,w,v,l
x,s,w,f,n,w,b,h,t,e,f,f,w,w,o,e,k,s,g
f,y,n,t,n,c,b,p,t,b,s,s,w,g,o,p,n,v,d
x,s,g,f,n,w,b,k,t,e,f,f,w,w,o,e,n,a,g
b,y,y,t,l,c,b,g,e,c,s,s,w,w,o,p,k,n,m
b,s,g,f,n,w,b,w,e,Unknown,s,k,w,w,t,p,w,n,g
f,f,n,f,n,w,b,h,t,e,s,s,w,w,o,e,n,s,g
s,f,g,f,n,c,n,g,e,e,s,s,w,w,o,p,k,v,u
x,f,e,t,n,c,b,u,t,b,s,s,g,p,o,p,k,v,d
x,s,w,f,c,w,n,p,e,b,s,s,w,w,o,p,k,v,d
f,s,w,t,a,w,n,p,t,b,s,s,w,w,o,p,n,v,d
k,s,n,f,n,c,b,y,e,Unknown,s,s,o,o,o,p,n,c,l
f,y,g,f,f,c,b,p,e,b,k,k,n,b,o,l,h,y,g
x,f,e,t,n,c,b,p,t,b,s,s,p,g,o,p,k,y,d
x,f,p,f,c,w,n,n,e,b,s,s,w,w,o,p,k,v,d
x,y,g,t,n,c,b,w,t,b,s,s,w,g,o,p,k,v,d
f,f,y,f,f,c,b,p,e,b,k,k,n,p,o,l,h,y,d
f,f,n,f,n,w,b,p,t,e,f,f,w,w,o,e,n,a,g
b,s,n,f,n,c,b,o,e,Unknown,s,s,o,o,o,p,o,v,l
x,y,e,f,f,c,n,b,t,Unknown,k,k,w,p,o,e,w,v,l
x,s,w,f,n,w,b,k,t,e,s,f,w,w,o,e,n,a,g
b,s,w,f,n,w,b,g,e,Unknown,k,k,w,w,t,p,w,s,g
f,f,n,t,n,c,b,n,t,b,s,s,w,g,o,p,n,v,d
x,y,e,t,n,c,b,w,t,b,s,s,w,w,o,p,n,v,d
f,f,n,f,n,w,b,h,t,e,f,s,w,w,o,e,n,s,g
x,s,n,f,s,c,n,b,t,Unknown,k,k,w,w,o,e,w,v,p
b,f,w,f,n,w,b,p,e,Unknown,s,s,w,w,t,p,w,s,g
x,y,n,f,y,c,n,b,t,Unknown,s,k,p,w,o,e,w,v,l
f,s,e,f,s,c,n,b,t,Unknown,s,s,w,w,o,e,w,v,p
b,s,n,f,n,c,b,w,e,b,y,y,n,n,t,p,w,y,d
x,f,g,f,f,c,b,p,e,b,k,k,n,p,o,l,h,v,p
k,y,e,f,f,c,n,b,t,Unknown,s,k,w,p,o,e,w,v,l
f,y,e,t,n,c,b,p,t,b,s,s,w,w,o,p,k,v,d
f,s,n,f,f,c,n,b,t,Unknown,s,k,p,w,o,e,w,v,d
x,s,e,f,s,c,n,b,t,Unknown,k,s,w,p,o,e,w,v,p
f,f,y,f,f,c,b,h,e,b,k,k,p,b,o,l,h,v,d
x,f,y,f,f,c,b,h,e,b,k,k,n,n,o,l,h,y,d
x,y,y,t,l,c,b,g,e,c,s,s,w,w,o,p,n,s,g
x,y,e,t,n,c,b,w,t,b,s,s,g,g,o,p,k,v,d
b,s,y,t,a,c,b,w,e,c,s,s,w,w,o,p,n,n,m
x,s,n,f,y,c,n,b,t,Unknown,s,s,w,p,o,e,w,v,p
s,f,g,f,n,c,n,k,e,e,s,s,w,w,o,p,k,y,u
x,y,y,t,a,c,b,p,e,r,s,y,w,w,o,p,k,y,g
f,s,n,f,y,c,n,b,t,Unknown,k,s,p,w,o,e,w,v,p
b,s,n,f,n,c,b,n,e,Unknown,s,s,o,o,o,p,n,v,l
f,f,e,t,n,c,b,u,t,b,s,s,p,g,o,p,n,y,d
f,f,n,t,n,c,b,p,t,b,s,s,w,p,o,p,k,y,d
f,f,g,f,n,w,b,n,t,e,s,s,w,w,o,e,n,a,g
x,s,w,t,l,c,b,n,e,c,s,s,w,w,o,p,n,n,m
f,s,n,f,n,c,b,n,e,Unknown,s,s,o,o,o,p,b,c,l
x,y,n,t,n,c,b,u,t,b,s,s,p,g,o,p,k,y,d
f,s,n,f,y,c,n,b,t,Unknown,s,s,w,w,o,e,w,v,p
b,s,n,f,n,c,b,o,e,Unknown,s,s,o,o,o,p,y,v,l
x,y,g,f,f,c,b,h,e,b,k,k,p,p,o,l,h,v,d
x,f,e,t,n,c,b,n,t,b,s,s,g,w,o,p,n,v,d
x,s,n,f,n,w,b,p,t,e,f,f,w,w,o,e,n,s,g
x,f,p,f,c,c,n,p,e,b,s,s,w,w,o,p,k,s,d
x,s,e,t,n,c,b,e,e,Unknown,s,s,e,e,t,e,w,c,w
x,s,n,f,n,w,b,n,t,e,f,s,w,w,o,e,k,s,g
x,f,y,f,f,c,b,h,e,b,k,k,b,b,o,l,h,y,g
x,s,p,t,n,c,b,e,e,Unknown,s,s,w,w,t,e,w,c,w
k,s,n,f,n,c,b,y,e,Unknown,s,s,o,o,o,p,y,v,l
f,f,g,f,n,w,b,h,t,e,s,f,w,w,o,e,n,a,g
f,f,g,f,f,c,b,p,e,b,k,k,p,n,o,l,h,y,p
f,f,y,f,f,c,b,p,e,b,k,k,n,b,o,l,h,v,g
x,s,y,t,l,c,b,n,e,c,s,s,w,w,o,p,k,s,m
x,y,g,f,f,c,b,p,e,b,k,k,n,p,o,l,h,v,g
x,y,n,t,a,c,b,p,e,r,s,y,w,w,o,p,n,s,g
f,f,g,t,n,c,b,u,t,b,s,s,w,g,o,p,n,v,d
x,f,y,f,f,c,b,p,e,b,k,k,n,n,o,l,h,y,p
x,s,w,t,a,c,b,n,e,c,s,s,w,w,o,p,n,n,g
x,s,g,t,f,c,b,w,t,b,s,f,w,w,o,p,h,v,g
f,y,g,f,f,c,b,h,e,b,k,k,p,p,o,l,h,y,g
x,y,n,f,s,c,n,b,t,Unknown,k,s,p,w,o,e,w,v,d
x,y,y,t,l,c,b,p,e,r,s,y,w,w,o,p,k,y,p
f,s,n,t,n,c,b,e,e,Unknown,s,s,w,e,t,e,w,c,w
x,f,e,t,n,c,b,u,t,b,s,s,w,g,o,p,k,v,d
b,y,y,t,a,c,b,w,e,c,s,s,w,w,o,p,k,n,g
x,s,n,f,y,c,n,b,t,Unknown,k,s,p,p,o,e,w,v,l
x,f,g,f,f,c,b,h,e,b,k,k,b,p,o,l,h,y,g
k,y,n,f,y,c,n,b,t,Unknown,s,s,p,w,o,e,w,v,p
k,s,e,f,s,c,n,b,t,Unknown,s,k,p,p,o,e,w,v,p
f,y,e,t,n,c,b,n,t,b,s,s,g,w,o,p,k,v,d
f,s,w,t,f,c,b,w,t,b,s,s,w,w,o,p,h,s,u
f,y,g,t,n,c,b,u,t,b,s,s,g,g,o,p,n,y,d
x,y,y,f,f,c,b,g,e,b,k,k,b,b,o,l,h,y,p
x,y,y,t,a,c,b,p,e,r,s,y,w,w,o,p,k,s,p
f,y,e,t,n,c,b,n,t,b,s,s,g,g,o,p,k,y,d
f,y,g,t,n,c,b,n,t,b,s,s,g,w,o,p,n,y,d
f,s,b,t,f,c,b,p,t,b,f,s,w,w,o,p,h,v,g
f,f,g,t,n,c,b,n,t,b,s,s,p,g,o,p,k,v,d
x,s,w,f,n,w,b,p,t,e,f,f,w,w,o,e,k,a,g
f,y,b,t,n,c,b,e,e,Unknown,s,s,e,e,t,e,w,c,w
b,y,y,t,a,c,b,k,e,c,s,s,w,w,o,p,n,n,m
x,f,g,f,n,w,b,g,e,Unknown,k,s,w,w,t,p,w,n,g
b,s,w,f,n,w,b,w,e,Unknown,k,k,w,w,t,p,w,n,g
f,y,g,f,f,c,b,p,e,b,k,k,p,p,o,l,h,v,d
f,s,e,f,y,c,n,b,t,Unknown,k,k,p,w,o,e,w,v,l
f,s,e,f,s,c,n,b,t,Unknown,s,s,w,w,o,e,w,v,d
k,s,n,f,y,c,n,b,t,Unknown,s,s,p,w,o,e,w,v,d
x,y,y,f,f,c,b,h,e,b,k,k,n,b,o,l,h,v,g
f,y,n,t,n,c,b,u,t,b,s,s,g,g,o,p,n,v,d
k,s,e,f,f,c,n,b,t,Unknown,k,s,w,w,o,e,w,v,l
